1562975095639,null,0,ledIndicator,0
1562975095639,null,47,humidity_remote0,47
1562975095639,null,1,relay2,1
1562975095639,null,60.25,humidity_local,60.25
1562975095639,null,20.0,temp_remote0,20.0
1562975095639,null,1,garageRelay,1
1562975105655,null,21.50,temp_local,21.50
1562975105655,null,332,presistor_remote0,332
1562975105655,null,20.0,temp_remote0,20.0
1562975105655,null,1,garageRelay,1
1562975105655,null,1,relay2,1
1562975105655,null,60.25,humidity_local,60.25
1562975105655,null,0,ledIndicator,0
1562975105655,null,47,humidity_remote0,47
1562975115659,null,60.25,humidity_local,60.25
1562975115659,null,310,presistor_remote0,310
1562975115659,null,0,ledIndicator,0
1562975115659,null,1,garageRelay,1
1562975115659,null,1,relay2,1
1562975115659,null,21.50,temp_local,21.50
1562975115659,null,20.0,temp_remote0,20.0
1562975115659,null,47,humidity_remote0,47
1562975125664,null,21.50,temp_local,21.50
1562975125664,null,320,presistor_remote0,320
1562975125664,null,0,ledIndicator,0
1562975125664,null,1,garageRelay,1
1562975125664,null,1,relay2,1
1562975125664,null,60.25,humidity_local,60.25
1562975125664,null,20.0,temp_remote0,20.0
1562975125664,null,47,humidity_remote0,47
1562975135669,null,21.50,temp_local,21.50
1562975135669,null,333,presistor_remote0,333
1562975135669,null,0,ledIndicator,0
1562975135669,null,1,garageRelay,1
1562975135669,null,1,relay2,1
1562975135669,null,60.25,humidity_local,60.25
1562975135669,null,20.0,temp_remote0,20.0
1562975135669,null,47,humidity_remote0,47
1562975145671,null,21.50,temp_local,21.50
1562975145671,null,314,presistor_remote0,314
1562975145671,null,0,ledIndicator,0
1562975145671,null,1,garageRelay,1
1562975145671,null,1,relay2,1
1562975145671,null,60.25,humidity_local,60.25
1562975145671,null,20.0,temp_remote0,20.0
1562975145671,null,47,humidity_remote0,47
1562975155675,null,21.50,temp_local,21.50
1562975155675,null,306,presistor_remote0,306
1562975155675,null,0,ledIndicator,0
1562975155675,null,1,garageRelay,1
1562975155675,null,1,relay2,1
1562975155675,null,60.25,humidity_local,60.25
1562975155675,null,20.0,temp_remote0,20.0
1562975155675,null,47,humidity_remote0,47
1562975165679,null,20.0,temp_remote0,20.0
1562975165679,null,325,presistor_remote0,325
1562975165679,null,0,ledIndicator,0
1562975165679,null,1,garageRelay,1
1562975165679,null,1,relay2,1
1562975165679,null,60.25,humidity_local,60.25
1562975165679,null,21.50,temp_local,21.50
1562975165679,null,47,humidity_remote0,47
1562975175683,null,20.0,temp_remote0,20.0
1562975175683,null,325,presistor_remote0,325
1562975175683,null,0,ledIndicator,0
1562975175683,null,1,garageRelay,1
1562975175683,null,1,relay2,1
1562975175683,null,60.25,humidity_local,60.25
1562975175683,null,21.50,temp_local,21.50
1562975175683,null,47,humidity_remote0,47
1562975185687,null,21.50,temp_local,21.50
1562975185687,null,306,presistor_remote0,306
1562975185687,null,0,ledIndicator,0
1562975185687,null,1,garageRelay,1
1562975185687,null,1,relay2,1
1562975185687,null,60.25,humidity_local,60.25
1562975185687,null,20.0,temp_remote0,20.0
1562975185687,null,47,humidity_remote0,47
1562975195690,null,21.50,temp_local,21.50
1562975195690,null,333,presistor_remote0,333
1562975195690,null,0,ledIndicator,0
1562975195690,null,1,garageRelay,1
1562975195690,null,1,relay2,1
1562975195690,null,60.25,humidity_local,60.25
1562975195690,null,20.0,temp_remote0,20.0
1562975195690,null,47,humidity_remote0,47
1562975205694,null,60.25,humidity_local,60.25
1562975205694,null,307,presistor_remote0,307
1562975205694,null,20.0,temp_remote0,20.0
1562975205694,null,1,garageRelay,1
1562975205694,null,1,relay2,1
1562975205694,null,21.50,temp_local,21.50
1562975205694,null,0,ledIndicator,0
1562975205694,null,47,humidity_remote0,47
1562975215698,null,21.50,temp_local,21.50
1562975215698,null,324,presistor_remote0,324
1562975215698,null,1,relay2,1
1562975215698,null,60.25,humidity_local,60.25
1562975215698,null,0,ledIndicator,0
1562975215698,null,47,humidity_remote0,47
1562975225702,null,21.50,temp_local,21.50
1562975225702,null,319,presistor_remote0,319
1562975225702,null,20.0,temp_remote0,20.0
1562975225702,null,1,garageRelay,1
1562975225702,null,1,relay2,1
1562975225702,null,60.25,humidity_local,60.25
1562975225702,null,0,ledIndicator,0
1562975225702,null,47,humidity_remote0,47
1562975235706,null,21.50,temp_local,21.50
1562975235706,null,308,presistor_remote0,308
1562975235706,null,20.0,temp_remote0,20.0
1562975235706,null,1,garageRelay,1
1562975235706,null,1,relay2,1
1562975235706,null,60.25,humidity_local,60.25
1562975235706,null,0,ledIndicator,0
1562975235706,null,47,humidity_remote0,47
1562975245709,null,21.50,temp_local,21.50
1562975245709,null,333,presistor_remote0,333
1562975245709,null,20.0,temp_remote0,20.0
1562975245709,null,1,garageRelay,1
1562975245709,null,1,relay2,1
1562975245709,null,60.25,humidity_local,60.25
1562975245709,null,0,ledIndicator,0
1562975245709,null,47,humidity_remote0,47
1562975255712,null,21.50,temp_local,21.50
1562975255712,null,309,presistor_remote0,309
1562975255712,null,20.0,temp_remote0,20.0
1562975255712,null,1,garageRelay,1
1562975255712,null,1,relay2,1
1562975255712,null,60.25,humidity_local,60.25
1562975255712,null,0,ledIndicator,0
1562975255712,null,47,humidity_remote0,47
1562975265715,null,21.50,temp_local,21.50
1562975265715,null,323,presistor_remote0,323
1562975265715,null,0,ledIndicator,0
1562975265715,null,47,humidity_remote0,47
1562975265715,null,1,relay2,1
1562975265715,null,60.25,humidity_local,60.25
1562975265715,null,20.0,temp_remote0,20.0
1562975265715,null,1,garageRelay,1
1562975275718,null,21.50,temp_local,21.50
1562975275718,null,318,presistor_remote0,318
1562975275718,null,20.0,temp_remote0,20.0
1562975275718,null,1,garageRelay,1
1562975275718,null,1,relay2,1
1562975275718,null,60.25,humidity_local,60.25
1562975275718,null,0,ledIndicator,0
1562975275718,null,47,humidity_remote0,47
1562975285720,null,60.25,humidity_local,60.25
1562975285720,null,307,presistor_remote0,307
1562975285720,null,20.0,temp_remote0,20.0
1562975285720,null,1,garageRelay,1
1562975215698,null,1,garageRelay,1
1562975215698,null,20.0,temp_remote0,20.0
1562975285720,null,1,relay2,1
1562975285720,null,21.50,temp_local,21.50
1562975285720,null,0,ledIndicator,0
1562975285720,null,47,humidity_remote0,47
1562975295722,null,47,humidity_remote0,47
